COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
"Aruba, Kingdom of the Netherlands",2004,4,US dollar,63854748.60335195,44469273.74301675,-2011173.184357542,-57262569.83240223,202737430.1675978,55251396.64804469,-3318435.754189944,16715083.79888268,-1396648.044692737,18111731.84357542,-1396648.044692737,20033519.55307263,0
"Aruba, Kingdom of the Netherlands",2005,1,US dollar,21564245.81005587,43575418.99441341,-1672764.37054,-234513096.2193749,78912754.38183296,232840331.8488346,6205782.604093911,-4451694.110073352,18803698.37203212,-23255392.48210547,18803698.37203212,-10657476.71416726,0
"Aruba, Kingdom of the Netherlands",2005,2,US dollar,-56703910.61452514,-28938547.48603351,-2221698.47166605,18024435.01597151,-62175459.80167821,-20246133.48763754,10102686.99262397,11104492.21045637,-12646179.52164804,23750671.73210441,-12646179.52164804,1001805.217832425,0
"Aruba, Kingdom of the Netherlands",2005,3,US dollar,446927.374301676,-42067039.10614525,-1916272.502894905,112172574.7804788,-2845140.273696207,-114088847.2833737,-8299726.681876592,-5777948.98629324,74156123.34584525,-79934072.33213855,74156123.34584525,2521777.695583369,0
"Aruba, Kingdom of the Netherlands",2005,4,US dollar,42513966.48044692,16536312.84916201,-3052799.424394151,-103481919.445238,-66292121.60723296,100429120.0208436,7180717.536662011,17644505.67006374,-39433605.92702514,57078111.59708883,-39433605.92702514,10463788.13340173,0
"Aruba, Kingdom of the Netherlands",2006,1,US dollar,-14581005.58659218,-10000000,-5065996.324456073,-146154126.9109223,-39875607.11656603,141088130.5864665,-2508384.912927726,6779035.897810112,-5169838.311801676,11948874.20961179,-5169838.311801676,9287420.81073782,0
"Aruba, Kingdom of the Netherlands",2006,2,US dollar,58268156.424581,30614525.1396648,-2086220.039785374,-71593356.54844525,116615142.7966145,69507136.50865978,-9008584.122675866,3085461.820497989,-1962341.572101955,5047803.392599944,-1962341.572101955,12094045.94317385,0
"Aruba, Kingdom of the Netherlands",2006,3,US dollar,-65865921.7877095,-2793296.089385475,-3346356.196773251,18312668.66330207,-108857011.5087821,-21659024.86007531,4572195.367056592,3764687.002989726,-9930676.42719972,13695363.43018944,-9930676.42719972,-807508.3640668659,0
"Aruba, Kingdom of the Netherlands",2006,4,US dollar,24581005.58659218,12067039.10614526,-2324092.174133642,419750954.519905,455111877.7400318,-422075046.6940385,15534907.91124737,70287705.77631284,53102058.37225034,17185647.40406251,53102058.37225034,54752797.86506525,0
"Aruba, Kingdom of the Netherlands",2007,1,US dollar,5083798.882681562,-27709497.20670391,167597.7653631285,-457988826.8156425,-580055865.9217877,458156424.5810056,3072625.698324022,15530726.25698324,-6312849.162011173,21843575.41899441,-6312849.162011173,12458100.55865922,0
"Aruba, Kingdom of the Netherlands",2007,2,US dollar,55865.92178771,17486033.51955308,391061.4525139665,-10391061.45251397,104357541.8994413,10782122.90502793,6033519.553072626,13072625.69832402,-726256.9832402235,13798882.68156425,-726256.9832402235,7039106.145251397,0
"Aruba, Kingdom of the Netherlands",2007,3,US dollar,20558659.21787709,33072625.69832402,42793296.08938547,-949720.6703910616,195139664.8044693,43743016.75977654,-22402234.63687151,-16089385.47486034,34301675.97765363,-50391061.45251397,34301675.97765363,6312849.162011173,0
"Aruba, Kingdom of the Netherlands",2007,4,US dollar,29497206.70391061,24692737.43016759,-3798882.681564246,-1675977.653631285,70614525.1396648,-2122905.027932961,335195.530726257,13631284.91620112,59720670.39106145,-46089385.47486034,59720670.39106145,13296089.38547486,0
"Aruba, Kingdom of the Netherlands",2008,1,US dollar,16089385.47486033,-14245810.05586592,726256.9832402235,74413407.82122906,-122178770.9497207,-73687150.83798882,-8770949.72067039,-2625698.324022346,-1620111.731843575,-1005586.592178771,-1620111.731843575,6145251.396648045,0
"Aruba, Kingdom of the Netherlands",2008,2,US dollar,-27150837.98882682,-41005586.59217877,55865.9217877095,25642458.10055866,22178770.94972067,-25586592.17877095,1452513.966480447,7374301.675977654,21620111.73184358,-14245810.05586592,21620111.73184358,5921787.709497207,0
"Aruba, Kingdom of the Netherlands",2008,3,US dollar,8938547.48603352,11340782.12290503,2290502.793296089,102905027.9329609,177877094.972067,-100614525.1396648,-6033519.553072626,-9106145.251396649,39888268.15642458,-48994413.40782123,39888268.15642458,-3072625.698324022,0
"Aruba, Kingdom of the Netherlands",2008,4,US dollar,53072625.69832401,29162011.17318435,-279329.6089385475,-184078212.2905028,-161284916.2011173,183798882.6815642,3631284.916201117,6927374.301675978,-14692737.4301676,21620111.73184358,-14692737.4301676,3296089.38547486,0
"Aruba, Kingdom of the Netherlands",2009,1,US dollar,-16592178.77094972,-39217877.09497207,-502793.2960893855,-37932960.89385475,-37094972.06703911,37430167.59776536,5642458.100558659,5251396.648044693,17206703.91061453,-11955307.26256983,17206703.91061453,-391061.4525139665,0
"Aruba, Kingdom of the Netherlands",2009,2,US dollar,61955307.26256983,30111731.84357541,1843575.418994413,-3016759.776536313,13463687.15083799,4860335.195530726,8603351.955307264,3407821.229050279,-1005586.592178771,4413407.82122905,-1005586.592178771,-5195530.726256983,0
"Aruba, Kingdom of the Netherlands",2009,3,US dollar,32402234.63687151,4469273.743016765,-502793.2960893855,13966480.44692737,62681564.24581006,-14469273.74301676,-949720.6703910616,55865.9217877095,-15418994.41340782,15474860.33519553,-15418994.41340782,1005586.592178771,0
"Aruba, Kingdom of the Netherlands",2009,4,US dollar,-20223463.68715083,-18324022.34636872,670391.061452514,16368715.08379888,-48659217.87709497,-15698324.02234637,12234636.87150838,7709497.206703911,13743016.75977654,-6033519.553072626,13743016.75977654,-4525139.664804469,0
"Aruba, Kingdom of the Netherlands",2010,1,US dollar,12737430.16759777,4804469.273743017,782122.905027933,-30949720.67039106,33687150.83798883,31731843.57541899,-670391.061452514,-391061.4525139665,-6927374.301675978,6536312.849162011,-6927374.301675978,279329.6089385475,0
"Aruba, Kingdom of the Netherlands",2010,2,US dollar,-43351955.30726256,-6145251.396648044,223463.687150838,22458100.55865922,-104301675.9776536,-22234636.87150838,5363128.491620112,6089385.474860335,-9273743.016759776,15363128.49162011,-9273743.016759776,726256.9832402235,0
"Aruba, Kingdom of the Netherlands",2010,3,US dollar,-45139664.80446928,-18435754.18994413,2513966.480446927,140837988.8268156,-106145251.396648,-138324022.3463687,2513966.480446927,3687150.837988827,-18770949.72067039,22458100.55865922,-18770949.72067039,1173184.357541899,0
"Aruba, Kingdom of the Netherlands",2010,4,US dollar,-9888268.156424588,15586592.17877095,-782122.905027933,54413407.82122905,-66480446.9273743,-55195530.72625698,-4860335.195530726,-6201117.318435754,47094972.06703911,-53296089.38547486,47094972.06703911,-1340782.122905028,0
"Aruba, Kingdom of the Netherlands",2011,1,US dollar,7877094.972067048,-30055865.92178771,2178770.94972067,562569832.4022346,268268156.424581,-560391061.452514,10614525.1396648,12290502.79329609,-11620111.73184358,23910614.52513966,-11620111.73184358,1675977.653631285,0
"Aruba, Kingdom of the Netherlands",2011,2,US dollar,-42569832.40223463,11899441.34078212,55865.9217877095,-156033519.5530726,-116089385.4748603,156089385.4748603,8603351.955307264,9608938.547486033,949720.6703910616,8659217.877094973,949720.6703910616,1005586.592178771,0
"Aruba, Kingdom of the Netherlands",2011,3,US dollar,5195530.726256984,-279329.608938547,726256.9832402235,199608938.547486,126312849.1620112,-198882681.5642458,-2569832.402234637,-2458100.558659218,-4301675.977653631,1843575.418994413,-4301675.977653631,111731.843575419,0
"Aruba, Kingdom of the Netherlands",2011,4,US dollar,33240223.46368715,55865.921787705,167597.7653631285,-117988826.8156425,-55195530.72625698,118156424.5810056,-10223463.68715084,-9720670.391061451,37318435.75418994,-47039106.1452514,37318435.75418994,502793.2960893855,0
"Aruba, Kingdom of the Netherlands",2012,1,US dollar,-35139664.80446928,19385474.8603352,446927.374301676,-359329608.9385475,-81620111.73184358,359776536.3128492,15754189.94413408,-124134078.2122905,-7653631.284916201,-116480446.9273743,-7653631.284916201,-139888268.1564246,0
"Aruba, Kingdom of the Netherlands",2012,2,US dollar,-32122905.02793296,-10502793.29608939,837988.8268156425,-30391061.45251397,31117318.43575419,31229050.27932961,-19385474.8603352,-62178770.94972067,279329.6089385475,-62458100.55865922,279329.6089385475,-42793296.08938547,0
"Aruba, Kingdom of the Netherlands",2012,3,US dollar,9050279.32960894,12067039.10614525,1005586.592178771,-23128491.62011173,-204748603.3519553,24134078.2122905,208547486.0335196,214078212.2905028,214134078.2122905,-55865.9217877095,214134078.2122905,5530726.25698324,0
"Aruba, Kingdom of the Netherlands",2012,4,US dollar,4469273.743016762,-6927374.301675977,502793.2960893855,98156424.5810056,45530726.25698324,-97653631.2849162,-5027932.960893855,-6089385.474860335,-41843575.41899441,35754189.94413408,-41843575.41899441,-1061452.51396648,0
"Aruba, Kingdom of the Netherlands",2013,1,US dollar,-1280446.927374314,-10263687.15083802,5069703.469074274,63593407.04836369,33631097.42999844,-58523703.57928939,389118.3057541922,-3901134.418804296,-8243966.817988827,4342832.399184531,-8243966.817988827,-4290252.724558486,0
"Aruba, Kingdom of the Netherlands",2013,2,US dollar,-31221787.70949722,3011731.843575424,35333035.65647726,75166784.10649665,-40690985.5747414,-39833748.45001944,9457833.181452515,10098617.58528229,17684893.41932961,-7586275.834047318,17684893.41932961,640784.4038298045,0
"Aruba, Kingdom of the Netherlands",2013,3,US dollar,12309497.20670391,30482681.56424581,-22766631.22102056,52558373.8454181,9823870.3032662,-75325005.06643856,-51430295.74368715,5231069.819608866,142336558.0443017,-137105488.2246927,142336558.0443017,56661365.56329609,0
"Aruba, Kingdom of the Netherlands",2013,4,US dollar,47135195.53072626,40711731.84357541,31578482.34062564,80769580.37673631,1824908.500698709,-49191098.03611089,-984830.5903910616,-3616417.977262441,-64449069.70564246,60832651.72837989,-64449069.70564246,-2631587.38687138,0
"Aruba, Kingdom of the Netherlands",2014,1,US dollar,-2817877.094972072,-10729608.93854749,-1252152.412750648,28498682.35543637,47079615.92826587,-29750834.76818698,1562082.084860335,1753455.206089391,31785912.84899441,-30032457.64290503,31785912.84899441,191373.1212290531,0
"Aruba, Kingdom of the Netherlands",2014,2,US dollar,-14712849.16201118,15706145.25139665,-58021784.30603128,4748839.187093,-21289456.11245458,-62770623.49312402,7395893.403128492,11444484.25122905,1302730.645027933,10141753.60620112,1302730.645027933,4048590.848100559,0
"Aruba, Kingdom of the Netherlands",2014,3,US dollar,47349162.01117324,35918435.75418994,11428862.88355899,112787840.6133844,58162855.53476257,-101358977.7298257,9276778.622234637,19504801.05278536,11794536.79541899,7710264.257366369,11794536.79541899,10228022.43055073,0
"Aruba, Kingdom of the Netherlands",2014,4,US dollar,-34408379.88826816,-59893296.08938548,12746425.46100397,62308675.08925084,38359770.13396134,-49562249.62824715,2284088.218100559,2563060.213798883,99268965.81726256,-96705905.60346368,99268965.81726256,278971.9956983246,0
"Aruba, Kingdom of the Netherlands",2015,1,US dollar,12844692.73743018,-30807262.5698324,11846069.32081659,-11306736.0504219,-5088972.904170061,23152805.37123849,14740795.82606436,15083398.44215374,-8058711.05972067,23142109.50187441,-8058711.05972067,342602.6160893832,0
"Aruba, Kingdom of the Netherlands",2015,2,US dollar,-10236871.50837988,-10780446.92737429,39447843.24164078,46093621.43521022,-87750624.72435474,-6645778.193569441,6068543.285810056,1769415.612905039,7900745.119776536,-6131329.506871508,7900745.119776536,-4299127.672905017,0
"Aruba, Kingdom of the Netherlands",2015,3,US dollar,2081005.586592185,4716759.776536312,-48552121.91289844,-67323591.80042236,8695421.870884804,18771469.88752391,-9765704.396815643,1664254.668100553,75889946.82217877,-74225692.15407822,75889946.82217877,11429959.0649162,0
"Aruba, Kingdom of the Netherlands",2015,4,US dollar,2407262.569832417,-1913966.480446927,7577293.917222346,5655309.421778045,22032596.07393123,1921984.495444268,27590209.49955307,28830870.67960894,32278243.03351955,-3447372.353910598,32278243.03351955,1240661.18005586,0
"Aruba, Kingdom of the Netherlands",2016,1,US dollar,10995530.72625698,-6609497.206703903,3629599.407129872,34120543.02295419,58054944.33544134,-30490943.6158243,-6260416.347653631,-9223232.440446928,0,-9223232.440446928,0,-2962816.092793296,0
"Aruba, Kingdom of the Netherlands",2016,2,US dollar,4816759.776536319,-35068156.424581,-10445778.60995184,34490537.41376749,-31526422.46369732,-44936316.02371933,16715905.96944134,15773389.3124581,97374301.66675977,-81600912.35430168,97374301.66675977,-942516.6569832402,0
"Aruba, Kingdom of the Netherlands",2016,3,US dollar,-29845251.39664806,-1626256.983240207,5895158.561203184,-32388775.05522676,-22438863.89009961,38283933.61642994,7869039.631396648,14479746.9452514,-8365005.224916201,22844752.1701676,-8365005.224916201,6610707.313854749,0
"Aruba, Kingdom of the Netherlands",2016,4,US dollar,38466480.44692738,18515642.45810056,502254.8063418436,-8671478.281563686,15921166.01339067,9173733.087905532,24614552.6173743,24839573.3709714,-4946397.837455832,29785971.20842721,-4946397.837455832,225020.7535970877,0
"Aruba, Kingdom of the Netherlands",2017,1,US dollar,-8505586.592178766,-42259776.53631286,20801264.09450615,9200563.065892903,20363384.42344994,11600701.02861324,27336895.53157737,16826365.32649358,-13614420.02698324,30440785.35347682,-13614420.02698324,-10510530.2050838,0
"Aruba, Kingdom of the Netherlands",2017,2,US dollar,-47976536.3128491,-9181005.586592168,11119486.55736575,38292931.79970598,-63081065.73208603,-27173445.24234022,12810234.61675978,15714066.87014385,-6770283.47849162,22484350.34863547,-6770283.47849162,2903832.253384101,0
"Aruba, Kingdom of the Netherlands",2017,3,US dollar,13841340.78212291,35581005.58659217,5383505.379976285,40772711.47941782,-2257574.213322631,-35389206.09944156,14839817.87581006,22770718.41181413,-29251332.69949721,52022051.11131128,-29251332.69949721,7930900.536004078,0
"Aruba, Kingdom of the Netherlands",2017,4,US dollar,-29844134.07821229,-29925698.32402234,45869669.54351212,74190635.95700559,-26877760.37855374,-28320966.41349358,16499411.15731799,19394582.45515961,30970181.53106145,-11575599.07590184,30970181.53106145,2895171.297841648,0
"Aruba, Kingdom of the Netherlands",2018,1,US dollar,-22977094.97206704,-8105586.592178765,-204316.5234457966,27649045.51209743,-14172669.94337514,-27853362.03554324,43357390.61055866,40815209.34240223,-6213254.469944134,47028463.81234637,-6216047.76603352,-2542181.268156425,2793.296089385475
"Aruba, Kingdom of the Netherlands",2018,2,US dollar,-11403910.61452515,-6567039.106145251,10082347.71691698,58275675.05896425,4036865.868185117,-48193327.34204732,-8051643.708826816,-4539821.788212291,-13753167.51145251,9213345.723240225,-13753167.51145251,3511821.920614525,0
"Aruba, Kingdom of the Netherlands",2018,3,US dollar,-7228491.620111734,-8025698.324022344,18790418.49474687,41853703.32876927,109697281.4926034,-23063284.83402246,-10820230.93854749,-10480094.18775587,129082188.5418994,-139562282.7296553,129082188.5251397,340136.7507916358,0.01675977653631285
"Aruba, Kingdom of the Netherlands",2018,4,US dollar,9544134.078212293,8227932.960893858,1785901.040677922,16367845.52213458,-96288872.49585532,-14581944.48145665,9488067.720670393,26151481.24681564,-23016320.76536313,49167802.01217877,-23016320.76536313,16663413.52614525,0
"Aruba, Kingdom of the Netherlands",2019,1,US dollar,-12243575.4189944,-27231843.57541898,25819241.97377559,-5379884.547857693,-810497.7172064246,31199126.5216333,20116090.48888268,36904895.01765363,23849379.65631285,13055515.36134078,23849379.65631285,16788804.52877095,0
"Aruba, Kingdom of the Netherlands",2019,2,US dollar,5870391.061452508,39775418.99441341,24602733.25994413,-42685124.74182168,60196827.68170223,67287858.00176592,-21938341.89134078,-24349763.51335196,-977004.8934078212,-23372758.61994413,-1020761.98,-2411421.622011173,43757.08659217877
"Aruba, Kingdom of the Netherlands",2019,3,US dollar,-37460335.19553072,-11445810.05586592,11804983.75614425,-25574966.67277279,-57024134.37840838,37379950.42891704,19159747.64620112,25738856.76607413,-1740543.807932961,27479400.57400709,-1715543.807932961,6579109.119873017,-25000
"Aruba, Kingdom of the Netherlands",2019,4,US dollar,88203910.61452515,41386033.51955308,-2469095.658861966,-1586564.721866078,113959631.5808687,-882530.9369958882,-1857919.888845134,-13557159.53259,-46771947.25044693,33214787.71785693,-46833221.85938547,-11699239.64374486,61274.60893854749
"Aruba, Kingdom of the Netherlands",2020,1,US dollar,-21877653.63128486,-38996089.38547486,13563421.31633056,30584223.6389548,56020195.63245196,-17020802.32262419,-22524527.18407821,506939.8897496587,-29363623.41061453,29870563.30036419,-29363623.41061453,23031467.07382788,0
"Aruba, Kingdom of the Netherlands",2020,2,US dollar,-61439664.80446928,-15698324.02234637,3382688.174251983,50960253.47596972,-94318369.32123184,-47577565.30171777,23741067.03698324,15897903.62972067,119422251.9528492,-103524348.3231285,119422251.9528492,-7843163.40726257,0
"Aruba, Kingdom of the Netherlands",2020,3,US dollar,-16251955.30726257,20912849.16201117,10222814.1376967,35789370.258967146,-43635111.72606229,-25566556.12127039,-35309309.65770944,-34192642.88692732,62042906.38810056,-96235549.27502792,62083870.8573743,1116666.770782123,-40964.46927374302
"Aruba, Kingdom of the Netherlands",2020,4,US dollar,41207262.5698324,-30977653.63128491,-7125706.567585978,43733131.71216173,55646176.06709654,-50858838.27974777,-10206358.86977654,-1631116.219888279,19289235.73947872,-20920351.95936698,19289235.73947872,8575242.649888268,0
"Aruba, Kingdom of the Netherlands",2021,1,US dollar,51247486.03351954,7763687.150838005,-3788438.727449229,13745242.26765235,54999307.87894793,-17533680.99510162,30430527.65251397,32402740.85923106,-2346895.720670391,34749636.57990145,-2349689.016759777,1972213.206717123,2793.296089385475
"Aruba, Kingdom of the Netherlands",2021,2,US dollar,46374860.33519554,-17731284.91620112,4884188.885256073,34347972.56868939,58971270.28621006,-29463783.6834333,-12350650.87916201,-9867804.614469275,-8603607.303047989,-1264197.311421313,-8602172.319807764,2482846.264692737,-1434.983240223464
"Aruba, Kingdom of the Netherlands",2021,3,US dollar,8736871.508379828,5693854.748603349,1106639.789574112,30002878.32138095,37874255.16975978,-28896238.53180687,8821049.696648045,-3337667.048262966,-80820777.16,77483110.11173686,-80820777.16,-12158716.74491101,0
"Aruba, Kingdom of the Netherlands",2021,4,US dollar,13534078.21229056,-10161452.51396648,-7058095.193536592,55449028.02073229,42933898.02385832,-62507123.21426872,17216053.85631285,18096160.76650587,62002208.42387039,-43906047.65736453,62327192.16357542,880106.9101929944,-324983.7397050654
"Aruba, Kingdom of the Netherlands",2022,1,US dollar,32823463.68715083,6954189.944134078,4354150.752632598,2532736.806620101,-6725554.000605922,1821413.946012497,32231309.12150838,73808414.43603352,-35354375.64905028,109162790.0850838,-35419375.64905028,41577105.31452514,65000
"Aruba, Kingdom of the Netherlands",2022,2,US dollar,540782.122905017,2462011.17318433,82036645.8283458,148736972.8123609,52132551.0458238,-66700326.98401508,7320448.399437989,11306096.0220024,-32866636.50672832,44172732.52873073,-32866636.50672832,3985647.622564447,0
"Aruba, Kingdom of the Netherlands",2022,3,US dollar,-26837430.16759776,-8625139.66480447,32965800.94355341,52550741.90185246,-2234814.109505603,-19584940.95829905,9850034.543910615,25033785.94415592,-102984512.92,128018298.8641559,-102984512.92,15183751.40024531,0
"Aruba, Kingdom of the Netherlands",2022,4,US dollar,-588268.156424581,7989385.474860329,4099406.957541307,44329831.0957848,47446465.75201654,-40230424.13824352,11980838.37327553,26252187.70355486,-14350997.14342838,40603184.84698324,-14337090.77342838,14271349.33027933,-13906.37
"Aruba, Kingdom of the Netherlands",2023,1,US dollar,-18083798.88268157,47267039.10614526,9209643.614395643,-190723473.8512631,-63068409.19890056,199933117.4656587,34093964.37485737,27929376.99552777,-21142960.7437162,49072337.73924402,-21142960.7437162,-6164587.379329609,0
"Aruba, Kingdom of the Netherlands",2023,2,US dollar,4084916.201117318,-64503351.95530726,32087339.89100425,5759511.415433687,-25809397.01158743,26327828.47557056,36330780.5697505,16389098.84103542,-15991430.32815559,32380529.16919101,-15991430.32815559,-19941681.72871508,0
"Aruba, Kingdom of the Netherlands",2023,3,US dollar,2905027.932960894,4628491.620111732,29199514.03212156,51899413.22091615,-16703910.61452514,-22699899.18879453,46648044.69273743,43854748.60335196,-59776536.31284916,103631284.9162011,-59776536.31284916,-2793296.089385475,0
"Aruba, Kingdom of the Netherlands",2023,4,US dollar,-502793.2960893855,16568715.08379888,-15620373.34648123,-4394815.706409022,39050279.32960894,-11225557.64007223,-26424581.00558659,-44804469.27374302,-28044692.73743017,-16759776.53631285,-28044692.73743017,-18379888.26815642,0
"Bahamas, The",2001,4,US dollar,15019850000,15106320000,NA,17930000,15019850000,-17930000,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",2002,1,US dollar,1373760000,1414690000,NA,41660000,1373760000,-41660000,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",2002,2,US dollar,19115000000,19166450000,NA,40700000,19115000000,-40700000,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",2002,3,US dollar,-15772470000,-15713940000,NA,33380000,-15772470000,-33380000,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",2002,4,US dollar,28124550000,28157170000,NA,37050000,28124550000,-37050000,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",2017,1,US dollar,594834000.000001,682591000,NA,112660048.85,561398311.000001,-112660048.85,NA,4375000,NA,4375000,NA,4375000,NA
"Bahamas, The",2017,2,US dollar,579990000,487271999.999999,NA,75333189.4933333,577172368.7,-75333189.4933333,NA,4625000,NA,4625000,NA,4625000,NA
"Bahamas, The",2017,3,US dollar,-361164000.000001,-326500000,NA,68214230.394,-347914000.000001,-68214230.394,NA,2187500,NA,2187500,NA,2187500,NA
"Bahamas, The",2017,4,US dollar,-490420000,-480583999.999999,NA,48380104.38,-501263210.48,-48380104.38,NA,5500000,NA,5500000,NA,5500000,NA
"Bahamas, The",2018,1,US dollar,119120000.000001,74345999.9999995,NA,64467252.898,94100000.0000008,-64467252.898,NA,3500000,NA,3500000,NA,3500000,NA
"Bahamas, The",2018,2,US dollar,-542324000.000001,-603331000,NA,295209386.9775,-480284000.000001,-295209386.9775,NA,1800000,NA,1800000,NA,1800000,NA
"Bahamas, The",2018,3,US dollar,327887000.000001,195002000,NA,86028223.7641667,347441000.000001,-86028223.7641667,NA,2300000,NA,2300000,NA,2300000,NA
"Bahamas, The",2018,4,US dollar,-1243882000,-1145983000,NA,45699825.59,-1269533000,-45699825.59,NA,4100000,NA,4100000,NA,4100000,NA
Netherlands Antilles,1999,1,US dollar,-6703910.61452514,0,-23240223.4636871,-24245810.0558659,7098324.02234637,1005586.59217877,-6480446.9273743,-5418994.41340782,-167597.765363128,-5251396.64804469,-167597.765363128,1061452.51396648,0
Netherlands Antilles,1999,2,US dollar,-30782122.9050279,-1005586.59217877,-16703910.6145251,-16916201.1173184,-26972067.0391061,212290.502793296,3296089.38547486,4525139.66480447,-2011173.18435754,6536312.84916201,-2011173.18435754,1229050.27932961,0
Netherlands Antilles,1999,3,US dollar,-11955307.2625698,558659.217877095,-17150837.9888268,-34469273.7430168,2748603.35195531,17318435.7541899,-335195.530726257,-223463.687150838,-1340782.12290503,1117318.43575419,-1340782.12290503,111731.843575419,0
Netherlands Antilles,1999,4,US dollar,-7709497.20670391,3463687.15083799,-23463687.150838,-25586592.178771,-16983240.2234637,2122905.02793296,7653631.2849162,8212290.5027933,391061.452513966,7821229.05027933,391061.452513966,558659.217877095,0
Netherlands Antilles,2000,1,US dollar,-6767597.76536313,8351955.30726257,5006145.25139665,8400558.65921788,18963687.150838,-3394413.40782123,-8960893.8547486,927374.301675978,-144692.737430168,1072067.03910615,-144692.737430168,9888268.15642458,0
Netherlands Antilles,2000,2,US dollar,12312849.1620112,9195530.72625698,8536312.84916201,12716201.1173184,15625139.6648045,-4179888.26815642,-3222346.36871508,-1887150.83798883,1134078.2122905,-3021229.05027933,1134078.2122905,1335195.53072626,0
Netherlands Antilles,2000,3,US dollar,-3927374.30167598,9255865.92178771,-793296.089385475,-3402234.63687151,3317877.09497207,2608938.54748603,-479888.268156426,1481005.58659218,-575418.994413408,2056424.58100559,-575418.994413408,1960893.8547486,0
Netherlands Antilles,2000,4,US dollar,-3148044.69273743,13178770.9497207,-9607821.22905028,-12512849.1620112,3784357.54189944,2905027.93296089,16763687.150838,35475977.6536313,-324581.005586592,35800558.6592179,-324581.005586592,18712290.5027933,0
Netherlands Antilles,2001,1,US dollar,5262569.83240223,-1899441.34078212,-7203910.61452514,17944692.7374302,-20708379.8882682,-25148603.3519553,7500000,17245251.396648,-502793.296089385,17748044.6927374,-502793.296089385,9745251.39664804,0
Netherlands Antilles,2001,2,US dollar,-9547486.03351955,-72625.6983240223,6012849.16201117,6392737.4301676,-24434636.8715084,-379888.268156425,1065363.12849162,5536871.50837989,39106.1452513967,5497765.36312849,39106.1452513967,4471508.37988827,0
Netherlands Antilles,2001,3,US dollar,-27525698.3240223,-1912290.5027933,-12440223.4636871,8534078.2122905,-68860893.8547486,-20974301.6759777,17329608.9385475,20723463.6871508,72067.0391061453,20651396.6480447,72067.0391061453,3393854.74860335,0
Netherlands Antilles,2001,4,US dollar,-11788268.1564246,-9535754.18994413,-407262.569832402,16039664.8044693,-33306145.2513966,-16446927.3743017,-1553072.62569832,-11888268.1564246,145251.396648045,-12033519.5530726,145251.396648045,-10335195.5307263,0
Netherlands Antilles,2002,1,US dollar,-27122346.3687151,-41480446.9273743,1005474.8603352,24447486.0335196,-44692737.4301676,-23442011.1731844,2893854.74860335,6558659.21787709,541340.782122905,6017318.43575419,541340.782122905,3664804.46927374,0
Netherlands Antilles,2002,2,US dollar,-19508379.8882682,0,412849.162011173,23483798.8826816,-28972067.0391061,-23070949.7206704,14405027.9329609,18030726.2569832,-871508.379888268,18902234.6368715,-871508.379888268,3625698.32402235,0
Netherlands Antilles,2002,3,US dollar,-23983240.2234637,-2613407.82122905,-541340.782122905,30022905.027933,-8290502.79329609,-30564245.8100559,13217877.0949721,25927374.301676,854748.603351955,25072625.698324,854748.603351955,12709497.2067039,0
Netherlands Antilles,2002,4,US dollar,-16150837.9888268,-68715.0837988827,223463.687150838,-3103351.95530726,-11044692.7374302,3326815.6424581,1743016.75977654,-12100558.6592179,391061.452513966,-12491620.1117318,391061.452513966,-13843575.4189944,0
Netherlands Antilles,2003,1,US dollar,681005.586592179,0,221229.05027933,15404469.273743,9312290.5027933,-15183240.2234637,-17849162.0111732,-20743016.7597765,-167597.765363128,-20575418.9944134,-167597.765363128,-2893854.74860335,0
Netherlands Antilles,2003,2,US dollar,-6670949.72067039,-178770.94972067,-1633519.55307263,-2195530.72625698,15430167.5977654,562011.173184358,-13217877.0949721,-2938547.48603352,335195.530726257,-3273743.01675978,335195.530726257,10279329.6089385,0
Netherlands Antilles,2003,3,US dollar,10027374.301676,0,-751396.648044693,1763128.49162011,26759776.5363128,-2514525.1396648,3653631.2849162,24793296.0893855,4949720.67039106,19843575.4189944,4949720.67039106,21139664.8044693,0
Netherlands Antilles,2003,4,US dollar,-939106.145251397,-5592178.77094972,0,-5648044.69273743,-13659217.877095,5648044.69273743,-3128491.62011173,173184.357541899,-156424.581005587,329608.938547486,-156424.581005587,3301675.97765363,0
