COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
"Bahamas, The",2017.0,2.0,% of GDP (annualized),12237000000.0,-2.462472484868294e-06,-4.81112783765083e-06,,-2.4998361977608665e-06,1.5118084497834436e-07
"Bahamas, The",2017.0,3.0,% of GDP (annualized),12237000000.0,-2.2297697276783525e-06,-1.4392627992285727e-05,,-1.2234362718313344e-05,7.150445370597368e-08
"Bahamas, The",2017.0,4.0,% of GDP (annualized),12237000000.0,-1.581436769796519e-06,-2.0092869306856287e-05,,-1.8691215163520506e-05,1.7978262646073384e-07
"Bahamas, The",2018.0,1.0,% of GDP (annualized),12616000000.0,-2.043983921940393e-06,-4.6455310142041475e-06,,-2.7125172888395307e-06,1.1097019657577679e-07
"Bahamas, The",2018.0,2.0,% of GDP (annualized),12616000000.0,-9.359841058259353e-06,-9.867270397511101e-06,,-5.64499726062156e-07,5.707038681039949e-08
"Bahamas, The",2018.0,3.0,% of GDP (annualized),12616000000.0,-2.7275911149069975e-06,-4.489596951226062e-07,,2.2057081477488965e-06,7.292327203551046e-08
"Bahamas, The",2018.0,4.0,% of GDP (annualized),12616000000.0,-1.4489481797717186e-06,-5.034205291059004e-06,,-3.7152507701331957e-06,1.2999365884590994e-07
"Bahamas, The",2019.0,1.0,% of GDP (annualized),13016000000.0,-4.023093366779349e-06,2.801496700522465e-06,,4.6322915165949905e-06,2.202013393976644e-06
"Bahamas, The",2019.0,2.0,% of GDP (annualized),13016000000.0,-2.1990438343577135e-06,-6.650694626306075e-06,,-5.140238101720959e-06,6.810902292562999e-07
"Bahamas, The",2019.0,3.0,% of GDP (annualized),13016000000.0,-2.898203888444991e-06,-8.063901352181928e-09,,-8.498912996312231e-07,3.6371610654578977e-06
"Bahamas, The",2019.0,4.0,% of GDP (annualized),13016000000.0,-2.2266594829748006e-06,-1.719296921204671e-06,,-1.3409410325752981e-06,1.7736727400122926e-06
"Bahamas, The",2020.0,1.0,% of GDP (annualized),9958000000.0,2.555634943763808e-07,-2.4610639336212093e-06,,-8.124002603334004e-06,5.497466960835509e-06
"Bahamas, The",2020.0,2.0,% of GDP (annualized),9958000000.0,-4.55112901003591e-06,-2.124773238581418e-05,,-1.213721509861418e-05,-4.613847726852782e-06
"Bahamas, The",2020.0,3.0,% of GDP (annualized),9958000000.0,-2.304330572052621e-06,-2.767451650416753e-05,,-3.8341872439043987e-05,1.2812371182566778e-05
"Bahamas, The",2020.0,4.0,% of GDP (annualized),9958000000.0,-8.45390178951597e-06,-4.1373770449889534e-05,,6.996074136975295e-06,-4.007932158827074e-05
"Bahamas, The",2021.0,1.0,% of GDP (annualized),11369000000.0,-4.554532852493623e-06,-1.0867426862520889e-05,,-2.9822196851086284e-05,2.3610238367490544e-05
"Bahamas, The",2021.0,2.0,% of GDP (annualized),11369000000.0,-4.091235227894943e-06,-1.879443253319884e-05,,-4.442263784325798e-06,-1.0301275398012138e-05
"Bahamas, The",2021.0,3.0,% of GDP (annualized),11369000000.0,3.4963228212683615e-07,-1.6561905072388918e-05,,-1.802538639669276e-05,1.2699445861553347e-06
"Bahamas, The",2021.0,4.0,% of GDP (annualized),11369000000.0,-2.202288908259302e-06,-6.648315918902278e-06,,-5.500432112235026e-06,1.1520802181370393e-06
"Bahamas, The",2022.0,1.0,% of GDP (annualized),13136000000.0,-1.9795522203867234e-06,-1.6990187472213766e-05,,-1.732167724330085e-05,2.150548112058465e-06
"Bahamas, The",2022.0,2.0,% of GDP (annualized),13136000000.0,-2.9329885350182702e-06,-1.735170446498173e-05,,-3.7406574037758832e-06,-9.863215590742997e-06
"Bahamas, The",2022.0,3.0,% of GDP (annualized),13136000000.0,2.1991584950898295e-06,-8.274048080427834e-06,,-8.956803073690622e-06,-1.0799330085261878e-06
"Bahamas, The",2022.0,4.0,% of GDP (annualized),13136000000.0,-6.9221290788672355e-06,-6.303611510352955e-07,,1.786384744216434e-08,5.752436053593179e-06
"Bahamas, The",2023.0,1.0,% of GDP (annualized),14338000000.0,-3.213726098479592e-08,-8.802151861347463e-06,,-4.095668861765936e-06,-4.742139768447482e-06
"Bahamas, The",2023.0,2.0,% of GDP (annualized),14338000000.0,-1.9372283022693203e-06,-1.0519875650295544e-05,,-1.2784129256242152e-05,4.3280114102385274e-06
"Bahamas, The",2023.0,3.0,% of GDP (annualized),14338000000.0,-4.207711407797461e-07,-6.576461379864695e-06,,-1.0136698304923979e-05,4.107042631329335e-06
"Bahamas, The",2023.0,4.0,% of GDP (annualized),14338000000.0,-3.1875078741804995e-07,-6.198120611661317e-06,,-1.1621219091923561e-05,5.5190124145627004e-06
"Bahamas, The",2024.0,1.0,% of GDP (annualized),14761000000.0,-2.5866255801097488e-06,-7.594828157712892e-06,,-3.2570312841135424e-05,2.7704991423345304e-05
"Bahamas, The",2024.0,2.0,% of GDP (annualized),14761000000.0,-5.467579808956033e-07,-4.066347214416368e-06,,8.617938115574827e-06,-1.2066944814036989e-05
"Bahamas, The",2024.0,3.0,% of GDP (annualized),14761000000.0,1.9911990645620217e-06,-1.1890367388930289e-05,,1.8053462456473136e-06,-1.601959370991125e-05
"Bahamas, The",2024.0,4.0,% of GDP (annualized),14761000000.0,-9.609342846690601e-07,-4.378531598672176e-06,,-9.84138258925547e-06,6.84736652313529e-06
"Bahrain, Kingdom of",2011.0,1.0,% of GDP (annualized),29915000000.0,-2.8015547597625903e-05,1.469767177214874e-05,,4.954107560072688e-05,-6.827856230952237e-06
"Bahrain, Kingdom of",2011.0,2.0,% of GDP (annualized),29915000000.0,1.2215461538187986e-05,1.2211905363067702e-05,,8.648617892539502e-05,-8.64897351005153e-05
"Bahrain, Kingdom of",2011.0,3.0,% of GDP (annualized),29915000000.0,5.174234800018492e-06,1.3065387391936732e-05,,1.0433817802923888e-05,-2.542665211005651e-06
"Bahrain, Kingdom of",2011.0,4.0,% of GDP (annualized),29915000000.0,1.2133669510421372e-05,1.327164554891341e-05,,-2.0067496203783065e-05,2.12054722422751e-05
"Bahrain, Kingdom of",2024.0,1.0,% of GDP (annualized),46943000000.0,-3.2746821518718268e-06,6.9006277871624285e-06,,-7.4059939600810585e-06,1.7581303899115315e-05
"Bahrain, Kingdom of",2024.0,2.0,% of GDP (annualized),46943000000.0,-5.5363657418843415e-06,1.806174169579133e-06,,2.1436137352633634e-05,-1.4093597441170168e-05
"Bahrain, Kingdom of",2024.0,3.0,% of GDP (annualized),46943000000.0,4.203830720915044e-06,-6.884764275008033e-06,,-1.6366612111292963e-05,5.278017115369885e-06
"Bahrain, Kingdom of",2024.0,4.0,% of GDP (annualized),46943000000.0,-1.6078802676491772e-05,1.7479324178122768e-05,,1.204040572518686e-05,2.1517721129427678e-05
Bangladesh,1999.0,1.0,% of GDP (annualized),61526000000.0,-4.1903330785308764e-07,6.211773348020497e-07,0.0,1.2817647119933536e-06,6.300244871751477e-09
Bangladesh,1999.0,2.0,% of GDP (annualized),61526000000.0,-4.449045261562373e-07,1.1509340950820895e-06,0.0,1.9010653781102016e-06,8.981200136326575e-09
Bangladesh,1999.0,3.0,% of GDP (annualized),61526000000.0,-8.345568497076528e-08,-8.33238434463252e-08,0.0,1.318415244403875e-10,6.592076222019374e-10
Bangladesh,1999.0,4.0,% of GDP (annualized),61526000000.0,-2.2026247242909986e-07,1.2168364553546253e-06,0.0,1.65034418870181e-06,-7.666953317591086e-09
Bangladesh,2000.0,1.0,% of GDP (annualized),61687000000.0,-3.7456647839806084e-07,2.9332140721803343e-07,0.0,7.921076579836789e-07,1.398584949890926e-09
Bangladesh,2000.0,2.0,% of GDP (annualized),61687000000.0,-5.8333706819087e-07,-2.8645562655493247e-07,0.0,5.045077346515633e-07,5.212907540502543e-09
Bangladesh,2000.0,3.0,% of GDP (annualized),61687000000.0,-7.219953939539241e-07,1.561671226286808e-06,0.0,2.4423008380136256e-06,-2.2080501540706044e-08
Bangladesh,2000.0,4.0,% of GDP (annualized),61687000000.0,-1.382126854268472e-07,9.114111923455871e-08,0.0,4.098348352405123e-07,7.084751034043432e-09
Bangladesh,2001.0,1.0,% of GDP (annualized),62537000000.0,-7.888663244692473e-08,-2.606101632278136e-06,,-2.435299043706866e-06,5.922419853372729e-10
Bangladesh,2001.0,2.0,% of GDP (annualized),62537000000.0,-1.9492082126299617e-07,2.6522203249688726e-08,,2.859533616745915e-07,6.485778960622568e-09
Bangladesh,2001.0,3.0,% of GDP (annualized),62537000000.0,-8.763934557759348e-08,1.0686165018379295e-06,,1.1604077754390452e-06,-6.732856254360574e-10
Bangladesh,2001.0,4.0,% of GDP (annualized),62537000000.0,-1.4082890998704205e-07,-1.6529162104455226e-07,,2.694264644453291e-07,1.5148926572311296e-08
Bangladesh,2002.0,1.0,% of GDP (annualized),65036000000.0,-5.836602755802702e-08,-1.4107781160200788e-07,,5.166828669071244e-08,1.0631334710023138e-08
Bangladesh,2002.0,2.0,% of GDP (annualized),65036000000.0,-1.1992826399004624e-07,-2.2254181847577238e-07,,-7.754440452855072e-09,7.648215241172125e-09
Bangladesh,2002.0,3.0,% of GDP (annualized),65036000000.0,-5.374995711157078e-08,1.787557862200619e-06,,1.9901293408799977e-06,-5.842386642562042e-09
Bangladesh,2002.0,4.0,% of GDP (annualized),65036000000.0,-7.340162127291587e-08,1.5158337707156423e-07,,3.113460954427154e-07,3.2929815621713324e-09
Bangladesh,2003.0,1.0,% of GDP (annualized),71755000000.0,-7.297909348749445e-08,-8.201001561035329e-07,,-6.330310549871714e-07,-3.6585825231197738e-09
Bangladesh,2003.0,2.0,% of GDP (annualized),71755000000.0,-3.2426594573335264e-07,-2.0731646702720554e-06,,-2.003362766870428e-06,5.77670924703122e-10
Bangladesh,2003.0,3.0,% of GDP (annualized),71755000000.0,-5.421006340787231e-07,7.360220350917215e-07,,1.3205579092146888e-06,0.0
Bangladesh,2003.0,4.0,% of GDP (annualized),71755000000.0,-5.407318911418678e-07,5.461659034470665e-07,,1.177083332145388e-06,-6.006013600482666e-09
Bangladesh,2004.0,1.0,% of GDP (annualized),77152000000.0,-4.991187496713013e-07,2.7793339154092034e-07,0.0,3.9635641940229376e-07,-2.639443414443688e-10
Bangladesh,2004.0,2.0,% of GDP (annualized),77152000000.0,-4.93073313394363e-07,-2.0677267981053932e-07,,3.1611275177424605e-07,-2.1728949118383703e-08
Bangladesh,2004.0,3.0,% of GDP (annualized),77152000000.0,-7.812093232637112e-07,-1.0155721202428246e-06,,-2.289631338751724e-07,-2.6127402115843175e-10
Bangladesh,2004.0,4.0,% of GDP (annualized),77152000000.0,-5.328853098356216e-07,-2.503548984449289e-06,,-2.0349282071908244e-06,0.0
Bangladesh,2005.0,1.0,% of GDP (annualized),79530000000.0,-1.1159325974627974e-06,-1.8706773611115304e-06,0.0,-7.340734102494366e-07,0.0
Bangladesh,2005.0,2.0,% of GDP (annualized),79530000000.0,-1.1013731280315339e-06,-2.6008157797930173e-07,0.0,8.786945863502588e-07,0.0
Bangladesh,2005.0,3.0,% of GDP (annualized),79530000000.0,-9.374134082914494e-07,1.650830769647821e-06,0.0,2.0971224104356527e-06,-4.096546061959665e-09
Bangladesh,2005.0,4.0,% of GDP (annualized),79530000000.0,-9.261663489448862e-07,1.5960485399858276e-07,0.0,1.2022292901912385e-06,-9.408286130442778e-08
Bangladesh,2006.0,1.0,% of GDP (annualized),86028000000.0,-5.297227283483944e-07,3.7829361360573143e-07,,-1.6494319452996082e-06,2.071406047037646e-06
Bangladesh,2006.0,2.0,% of GDP (annualized),86028000000.0,-5.156521795806355e-07,-2.7106364668576584e-06,,-2.3799802015127105e-06,1.6594250602538873e-07
Bangladesh,2006.0,3.0,% of GDP (annualized),86028000000.0,-5.298614863734687e-07,-1.952769256102215e-06,,-1.237658602558429e-06,-1.7966100824811671e-07
Bangladesh,2006.0,4.0,% of GDP (annualized),86028000000.0,-5.307214244866402e-07,-1.8636733029168958e-06,,-1.9461972671442442e-06,3.39655570850927e-07
Bangladesh,2007.0,1.0,% of GDP (annualized),95374000000.0,-5.123958175902938e-07,-7.303786918442825e-07,,3.2546716539253307e-07,-5.510231287943656e-07
Bangladesh,2007.0,2.0,% of GDP (annualized),95374000000.0,-5.141590569315331e-07,-2.3254419217025267e-06,,-1.813834163588799e-06,-4.622298224105282e-09
Bangladesh,2007.0,3.0,% of GDP (annualized),95374000000.0,-5.703397007907216e-07,-3.487836084098624e-07,,3.7141653335644893e-07,-2.0478415520033896e-07
Bangladesh,2007.0,4.0,% of GDP (annualized),95374000000.0,-5.704308279525967e-07,-2.0285562135323427e-06,,-1.6994034106260694e-06,2.1231473233079102e-07
Bangladesh,2008.0,1.0,% of GDP (annualized),109765000000.0,-9.62896132720941e-07,-2.9903338729883943e-06,,-1.931588218612548e-06,-1.7369555081599118e-07
Bangladesh,2008.0,2.0,% of GDP (annualized),109765000000.0,-9.629274908298383e-07,-4.051223237139689e-06,,-3.949699317628508e-06,8.079236994906803e-08
Bangladesh,2008.0,3.0,% of GDP (annualized),109765000000.0,-1.111790392475963e-06,-1.1635066283696137e-06,,7.077428475753173e-08,7.334931905850414e-09
Bangladesh,2008.0,4.0,% of GDP (annualized),109765000000.0,-1.1085610351457607e-06,-3.2065341153092055e-06,,-1.9142637302167536e-06,-1.8370934994668795e-07
Bangladesh,2009.0,1.0,% of GDP (annualized),122760000000.0,-8.092162925451303e-07,-2.716621182818009e-07,,1.0005441371707757e-06,-3.4001501232025284e-07
Bangladesh,2009.0,2.0,% of GDP (annualized),122760000000.0,-8.081952573663594e-07,-9.882939287636444e-07,,-3.2058782881454357e-07,7.388703674909033e-08
Bangladesh,2009.0,3.0,% of GDP (annualized),122760000000.0,-3.652237555435337e-07,-3.461085194948179e-06,,-2.9941897383225018e-06,-1.4315045833469972e-07
Bangladesh,2009.0,4.0,% of GDP (annualized),122760000000.0,-3.648959867283483e-07,-3.5570977386110392e-06,,-2.8464362991795354e-06,-3.0885508526951126e-07
Bangladesh,2010.0,1.0,% of GDP (annualized),138094000000.0,-1.1648900421328532e-06,-2.7468343210409765e-06,,-1.6091957171276883e-06,1.3291185965755923e-07
Bangladesh,2010.0,2.0,% of GDP (annualized),138094000000.0,-1.1639571664077073e-06,-3.844207356968735e-06,,-2.7762622349497298e-06,1.6489127153719372e-07
Bangladesh,2010.0,3.0,% of GDP (annualized),138094000000.0,-5.276264612207276e-07,1.4339476365313278e-06,,1.7952975819965063e-06,2.138027760047313e-07
Bangladesh,2010.0,4.0,% of GDP (annualized),138094000000.0,-5.204034170884849e-07,-2.8505750165243535e-06,,-2.9549152661903427e-06,6.502561756564014e-07
Bangladesh,2011.0,1.0,% of GDP (annualized),154097000000.0,-4.7419459935661193e-07,6.569607850946679e-07,,7.776915215026694e-07,4.17957060878671e-07
Bangladesh,2011.0,2.0,% of GDP (annualized),154097000000.0,-4.61722481928672e-07,-2.785488087300705e-06,,-2.3140414475330996e-06,9.745010679091864e-09
Bangladesh,2011.0,3.0,% of GDP (annualized),154097000000.0,-8.017597796107851e-07,4.585718492844583e-06,,2.3669696944188298e-06,3.1895643656118006e-06
Bangladesh,2011.0,4.0,% of GDP (annualized),154097000000.0,-7.731851896644203e-07,-3.413236633732963e-06,,-1.9682649069947896e-06,-5.550866613565723e-07
Bangladesh,2012.0,1.0,% of GDP (annualized),159749000000.0,-6.665764451193398e-07,3.454582649005522e-07,,9.953165641237502e-07,1.6249233333996055e-07
Bangladesh,2012.0,2.0,% of GDP (annualized),159749000000.0,-6.740705698580453e-07,-3.1784996054877617e-06,,-2.8962180381972273e-06,7.034955697459808e-08
Bangladesh,2012.0,3.0,% of GDP (annualized),159749000000.0,-9.481794776607022e-07,-9.075346800530369e-07,,5.498294278211642e-07,-3.53314320589749e-07
Bangladesh,2012.0,4.0,% of GDP (annualized),159749000000.0,-9.546229949193868e-07,-3.016415757854772e-06,,-2.1185825988867437e-06,1.2221572637513046e-07
Bangladesh,2013.0,1.0,% of GDP (annualized),179676000000.0,-1.1382636502528015e-06,-1.6569328148005732e-06,,-3.3910457016893095e-07,-1.6891809303113582e-07
Bangladesh,2013.0,2.0,% of GDP (annualized),179676000000.0,-1.1553826096369657e-06,-2.6114623392034346e-06,,-1.685945202603521e-06,-2.6720275071919634e-08
Bangladesh,2013.0,3.0,% of GDP (annualized),179676000000.0,-1.1418307258171646e-06,3.891178531517745e-07,,1.849349415901249e-06,-2.396319220323656e-07
Bangladesh,2013.0,4.0,% of GDP (annualized),179676000000.0,-1.1418406143065761e-06,-5.7484618387211486e-06,,-5.073271526969089e-06,1.5357622978129846e-07
Bangladesh,2014.0,1.0,% of GDP (annualized),207102000000.0,-1.2881999235854855e-06,7.673659880313006e-08,,1.4953262916863348e-06,-1.3424084321733222e-07
Bangladesh,2014.0,2.0,% of GDP (annualized),207102000000.0,-1.0519555626773403e-06,-4.8392252184689056e-06,,-2.6900843386213173e-06,-1.2762618453272918e-06
Bangladesh,2014.0,3.0,% of GDP (annualized),207102000000.0,-1.2011853715951766e-06,-9.92023272313915e-07,,1.0113365143653114e-06,-7.50500832458612e-07
Bangladesh,2014.0,4.0,% of GDP (annualized),207102000000.0,-1.282216647134532e-06,-2.7689495177489662e-06,,-1.7688074478854257e-06,2.915947185377169e-07
Bangladesh,2015.0,1.0,% of GDP (annualized),233687000000.0,-1.5634969425412507e-06,2.8218968445117287e-07,,2.0840185337812355e-06,-2.051422752509454e-07
Bangladesh,2015.0,2.0,% of GDP (annualized),233687000000.0,-1.263172369192932e-06,-3.7761023762114163e-06,,-2.199325283419389e-06,-3.0517827424183047e-07
Bangladesh,2015.0,3.0,% of GDP (annualized),233687000000.0,-1.0128235769227643e-06,-2.9395754993515976e-07,,7.662345327140026e-07,-1.5092798387509857e-08
Bangladesh,2015.0,4.0,% of GDP (annualized),233687000000.0,-9.04032838322786e-07,-1.5954689912441088e-06,,-1.297990900369509e-06,1.7725491647311798e-07
Bangladesh,2016.0,1.0,% of GDP (annualized),265236000000.0,-6.162953558525192e-07,1.998276446100192e-09,,6.69422609443547e-07,-3.6833614876672774e-08
Bangladesh,2016.0,2.0,% of GDP (annualized),265236000000.0,-6.821418337954555e-07,-2.7760029497027055e-06,,-2.7458796032551374e-06,6.590395738442869e-07
Bangladesh,2016.0,3.0,% of GDP (annualized),265236000000.0,-9.146071223132513e-07,-7.917284906995417e-07,,2.04227055704877e-07,-8.134842409116746e-08
Bangladesh,2016.0,4.0,% of GDP (annualized),265236000000.0,-1.2438142115704342e-06,-3.913448312315086e-06,,-2.058329919556238e-06,-6.042995341697098e-07
Bangladesh,2017.0,1.0,% of GDP (annualized),293755000000.0,-6.428281539385036e-07,-1.2622935538534621e-06,,-7.475909376173002e-07,1.281255377023418e-07
Bangladesh,2017.0,2.0,% of GDP (annualized),293755000000.0,-6.592362805672506e-07,-2.650205134908635e-06,,-2.2517264942035985e-06,2.607576398622147e-07
Bangladesh,2017.0,3.0,% of GDP (annualized),293755000000.0,-2.887362712562554e-07,-1.5983693370127524e-06,0.0,-1.4063510253432433e-06,9.671795958674382e-08
Bangladesh,2017.0,4.0,% of GDP (annualized),293755000000.0,-7.017948638891877e-07,-3.7681630532888606e-06,0.0,-2.8069123023169455e-06,-2.4214101772789136e-07
Bangladesh,2018.0,1.0,% of GDP (annualized),321379000000.0,-4.628485463360624e-07,-1.7240612892278572e-06,0.0,-1.3289254373246368e-06,6.771269443284161e-08
Bangladesh,2018.0,2.0,% of GDP (annualized),321379000000.0,-8.776005991715544e-07,-4.574265222969982e-06,0.0,-3.8430583126398665e-06,1.628338613643306e-07
Bangladesh,2018.0,3.0,% of GDP (annualized),321379000000.0,-7.460172963580974e-07,4.866247729381558e-07,0.0,1.0880843131769811e-06,1.6044469364281487e-07
Bangladesh,2018.0,4.0,% of GDP (annualized),321379000000.0,-9.036681895094739e-07,-2.351431034795966e-06,0.0,-9.972867238822797e-07,-4.189384889466641e-07
Bangladesh,2019.0,1.0,% of GDP (annualized),351238000000.0,-9.984340343397473e-07,-1.7224274083313992e-06,0.0,-9.988946416283166e-07,2.8941039722659455e-07
Bangladesh,2019.0,2.0,% of GDP (annualized),351238000000.0,-4.846568994651041e-07,-2.1875780015566092e-06,0.0,-1.8238155935987737e-06,1.6401136894465528e-07
Bangladesh,2019.0,3.0,% of GDP (annualized),351238000000.0,-1.9362787470496163e-07,1.9151194400762182e-07,0.0,4.306929764005329e-07,-3.1307687961274155e-08
Bangladesh,2019.0,4.0,% of GDP (annualized),351238000000.0,-4.699550992898379e-07,-2.3737177200629317e-06,0.0,-1.864351276798705e-06,1.7939882640471558e-08
Bangladesh,2020.0,1.0,% of GDP (annualized),373902000000.0,-4.784621616992514e-07,-1.7148232001321852e-06,0.0,-1.2273046941413064e-06,4.358129520032144e-09
Bangladesh,2020.0,2.0,% of GDP (annualized),373902000000.0,-2.58036535686065e-07,-4.009290222178704e-06,0.0,-4.47683186857776e-06,-7.658216035200993e-09
Bangladesh,2020.0,3.0,% of GDP (annualized),373902000000.0,-2.4309897553770614e-07,1.7003306471017057e-07,0.0,2.4480170261550994e-07,1.8222963570451273e-07
Bangladesh,2020.0,4.0,% of GDP (annualized),373902000000.0,-6.470366414381825e-07,-3.7910728242302787e-06,0.0,-3.1123334184579477e-06,2.444884889756474e-08
Bangladesh,2021.0,1.0,% of GDP (annualized),416265000000.0,-2.9755477949970104e-07,-4.037505267496856e-06,0.0,-3.8041096395843185e-06,7.664650323835553e-08
Bangladesh,2021.0,2.0,% of GDP (annualized),416265000000.0,-2.0462685671767831e-07,-6.015308934745588e-06,0.0,-5.803452888450087e-06,6.824672229971627e-08
Bangladesh,2021.0,3.0,% of GDP (annualized),416265000000.0,-3.599743093518623e-07,-3.0114408110241913e-06,0.0,-2.7307265380297193e-06,9.236197812338152e-08
Bangladesh,2021.0,4.0,% of GDP (annualized),416265000000.0,-7.144090491368336e-07,-5.301317319138469e-06,0.0,-4.576753026520431e-06,6.390181356108146e-08
Bangladesh,2022.0,1.0,% of GDP (annualized),460201000000.0,-4.4891146704012733e-07,-3.802230301801141e-06,0.0,-3.4130167126017125e-06,5.969787784069952e-08
Bangladesh,2022.0,2.0,% of GDP (annualized),460201000000.0,-1.6755532193399633e-07,-2.999757948346736e-06,0.0,-2.876328704042305e-06,1.0908728674896108e-07
Bangladesh,2022.0,3.0,% of GDP (annualized),460201000000.0,-4.3891674006790964e-07,8.364291813004283e-07,0.0,1.23463841764178e-06,5.105857843540594e-08
Bangladesh,2022.0,4.0,% of GDP (annualized),460201000000.0,-3.381726714518289e-07,7.973113152012464e-07,0.0,1.1265601215299161e-06,6.109689112735693e-08
Bangladesh,2023.0,1.0,% of GDP (annualized),451534000000.0,-2.7813539042586776e-07,3.103836842184526e-06,0.0,2.905014490895276e-06,6.992220679444916e-08
Bangladesh,2023.0,2.0,% of GDP (annualized),451534000000.0,-3.903165722003604e-07,-9.959954341186463e-07,0.0,-5.977618794002867e-07,4.649211920269956e-08
Bangladesh,2023.0,3.0,% of GDP (annualized),451534000000.0,-2.806163454361381e-07,4.528731421593205e-06,0.0,4.789702274459347e-06,7.216843766850958e-08
Bangladesh,2023.0,4.0,% of GDP (annualized),451534000000.0,-2.798251895034711e-07,7.203452467637414e-07,0.0,3.857125739292697e-07,9.772678503557501e-08
Bangladesh,2024.0,1.0,% of GDP (annualized),451096000000.0,-3.4073779094794575e-07,4.773585787826659e-06,0.0,5.105536898414689e-06,6.105533673944833e-08
Bangladesh,2024.0,2.0,% of GDP (annualized),451096000000.0,-4.890350463077308e-07,-4.062406039723629e-06,0.0,-4.6515533057762235e-06,1.1057564148777954e-07
Bangladesh,2024.0,3.0,% of GDP (annualized),451096000000.0,-3.591318567220221e-07,6.376941831046548e-07,0.0,1.0515658827410235e-06,-2.0138653204624387e-09
Bangladesh,2024.0,4.0,% of GDP (annualized),451096000000.0,-1.486313590869829e-07,-2.2710582002125474e-06,0.0,-2.0439656811978717e-06,-5.180003118224869e-09
"Belarus, Republic of",1999.0,1.0,% of GDP (annualized),12133000000.0,-4.918816451001401e-06,9.890381603890218e-09,,2.8088683755048215e-06,-1.9121404434187754e-07
"Belarus, Republic of",1999.0,2.0,% of GDP (annualized),12133000000.0,-3.95944943542405e-06,-2.7989779939009313e-06,,2.568202423143493e-06,1.8791725047391412e-07
"Belarus, Republic of",1999.0,3.0,% of GDP (annualized),12133000000.0,-2.7198549410698094e-06,-3.817687299101623e-06,,-8.901343443501196e-08,4.3517679057116947e-07
"Belarus, Republic of",1999.0,4.0,% of GDP (annualized),12133000000.0,-3.0132695953185525e-06,-6.563916591115141e-06,,-2.7330421165416634e-06,2.472595400972554e-07
"Belarus, Republic of",2000.0,1.0,% of GDP (annualized),10785000000.0,-8.789986091794159e-07,2.2253129346314327e-07,0.0,1.932313398238294e-06,7.046824292999536e-08
"Belarus, Republic of",2000.0,2.0,% of GDP (annualized),10785000000.0,-1.023643949930459e-06,-7.751506722299453e-07,0.0,2.321743161798798e-06,-1.7691237830319892e-06
"Belarus, Republic of",2000.0,3.0,% of GDP (annualized),10785000000.0,-1.034770514603616e-06,-7.046824292999573e-07,0.0,1.4538711172925325e-06,-2.5961984237366753e-07
"Belarus, Republic of",2000.0,4.0,% of GDP (annualized),10785000000.0,-1.4612888270746407e-06,-3.664348632359752e-06,0.0,-2.514603616133512e-06,3.115438108484017e-07
"Belarus, Republic of",2001.0,1.0,% of GDP (annualized),12778000000.0,-4.507747691344498e-07,4.820785725465644e-07,0.0,1.990921897010487e-06,-5.853811238065425e-07
"Belarus, Republic of",2001.0,2.0,% of GDP (annualized),12778000000.0,-5.196431366411019e-07,-2.526216935357646e-06,0.0,-1.1738926279542965e-06,-8.326811707622477e-07
"Belarus, Republic of",2001.0,3.0,% of GDP (annualized),12778000000.0,-1.0267647519173579e-06,-1.0611989356706836e-06,0.0,-1.2521521364845766e-06,1.6778838628893412e-06
"Belarus, Republic of",2001.0,4.0,% of GDP (annualized),12778000000.0,-9.923305681640319e-07,-8.480200344341836e-06,0.0,-7.850993895758335e-06,3.63124119580529e-07
"Belarus, Republic of",2002.0,1.0,% of GDP (annualized),15092000000.0,-8.587331036310627e-07,2.6451099920487655e-06,0.0,4.025974025974026e-06,-1.3782136231115823e-07
"Belarus, Republic of",2002.0,2.0,% of GDP (annualized),15092000000.0,-7.235621521335808e-07,-6.573018817916723e-07,0.0,2.650410813676172e-07,-1.9878081102570897e-07
"Belarus, Republic of",2002.0,3.0,% of GDP (annualized),15092000000.0,-1.3517095149748211e-06,-1.3146037635833633e-06,0.0,2.279353299761378e-07,2.199840975351182e-07
"Belarus, Republic of",2002.0,4.0,% of GDP (annualized),15092000000.0,-9.080307447654388e-06,-1.9451364961569044e-05,0.0,-1.0728862973760934e-05,3.5780545984627617e-07
"Belarus, Republic of",2003.0,1.0,% of GDP (annualized),18420000000.0,-9.077090119435396e-07,-1.9543973941368058e-07,0.0,1.0988056460369166e-06,-3.908794788273616e-08
"Belarus, Republic of",2003.0,2.0,% of GDP (annualized),18420000000.0,2.1715526601520088e-07,-7.817589576547232e-08,0.0,3.3441910966340933e-07,-6.297502714440826e-07
"Belarus, Republic of",2003.0,3.0,% of GDP (annualized),18420000000.0,-1.242128121606947e-06,-1.969598262757871e-06,0.0,-6.21064060803468e-07,2.4104234527687297e-07
